Purpose_of_flight,Total_Fatal_Injuries,Broad_phase_of_flight,year
Instructional,,Landing,2007
Personal,1,Maneuvering,2007
Personal,,Approach,2007
Personal,,Takeoff,2007
Business,,Cruise,2007
,,Landing,2007
Personal,,Takeoff,2007
Personal,,Landing,2007
Personal,,Landing,2007
Flight Test,,Maneuvering,2007
Personal,,Landing,2007
Personal,,Approach,2007
Personal,,Takeoff,2007
Aerial Application,,Maneuvering,2007
Ferry,,Approach,2007
Personal,,Landing,2007
Personal,,Landing,2007
Aerial Application,,Maneuvering,2007
Personal,,Landing,2007
Instructional,,Takeoff,2007
,,Cruise,2007
Personal,,Takeoff,2007
Personal,,Maneuvering,2007
Personal,,Cruise,2007
Instructional,2,Takeoff,2007
,,Landing,2007
Personal,,Takeoff,2007
Instructional,,Go-around,2007
Personal,,Landing,2007
Personal,,Approach,2007
Instructional,,Maneuvering,2007
Instructional,,Maneuvering,2007
Instructional,,Maneuvering,2007
Personal,2,Maneuvering,2007
Personal,,Climb,2007
Instructional,,Landing,2007
Personal,,Cruise,2007
Ferry,1,Unknown,2007
Personal,,Landing,2007
Personal,,Approach,2007
Instructional,,Climb,2007
Personal,,Landing,2007
Personal,,Approach,2007
Instructional,,Landing,2007
Personal,,Landing,2007
Personal,,Descent,2007
Personal,,Landing,2007
,,Maneuvering,2007
Personal,,Taxi,2007
Personal,1,Cruise,2007
Personal,1,Takeoff,2007
Unknown,1,Cruise,2007
Personal,,Maneuvering,2007
Personal,,Landing,2007
Personal,2,Maneuvering,2007
Personal,,Landing,2007
Aerial Application,,Maneuvering,2007
Instructional,,Maneuvering,2007
Personal,,Landing,2007
Personal,,Go-around,2007
Personal,3,Cruise,2007
,4,Maneuvering,2007
Aerial Observation,,Takeoff,2007
Personal,,Go-around,2007
Personal,1,Descent,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Landing,2007
Executive/corporate,2,Approach,2007
Instructional,,Landing,2007
Personal,,Landing,2007
Instructional,,Landing,2007
Instructional,,Landing,2007
Personal,,Landing,2007
Instructional,,Landing,2007
Personal,,Taxi,2007
Instructional,,Approach,2007
Personal,,Landing,2007
Personal,,Approach,2007
,1,Cruise,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Landing,2007
Instructional,,Maneuvering,2007
Personal,,Cruise,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Approach,2007
Personal,,Cruise,2007
Personal,,Taxi,2007
Positioning,,Cruise,2007
Instructional,,Descent,2007
Personal,1,Maneuvering,2007
Personal,,Cruise,2007
Air Race/show,,Maneuvering,2007
Personal,,Takeoff,2007
Personal,,Cruise,2007
,,Takeoff,2007
Aerial Application,,Cruise,2007
Personal,,Maneuvering,2007
Personal,,Landing,2007
Personal,,Climb,2007
Personal,,Landing,2007
Personal,,Go-around,2007
,,Landing,2007
Air Race/show,1,Maneuvering,2007
,,Approach,2007
Personal,,Cruise,2007
Personal,,Takeoff,2007
Personal,2,Maneuvering,2007
Personal,1,Landing,2007
Personal,,Cruise,2007
Instructional,,Landing,2007
Personal,,Takeoff,2007
Personal,,Maneuvering,2007
Personal,1,Cruise,2007
Personal,,Landing,2007
Personal,,Approach,2007
Instructional,,Landing,2007
Personal,,Landing,2007
Flight Test,,Takeoff,2007
Personal,,Takeoff,2007
Personal,,Cruise,2007
Personal,,Taxi,2007
Positioning,,Standing,2007
Positioning,,Landing,2007
Personal,,Landing,2007
Instructional,,Taxi,2007
Personal,,Taxi,2007
Personal,,Cruise,2007
,,Takeoff,2007
Positioning,,Landing,2007
Personal,,Cruise,2007
Personal,,Cruise,2007
Personal,,Cruise,2007
Personal,,Approach,2007
Personal,,Landing,2007
Personal,,Approach,2007
Personal,,Landing,2007
Personal,,Landing,2007
Banner Tow,,Cruise,2007
Personal,3,Climb,2007
Positioning,,Landing,2007
Personal,,Maneuvering,2007
Instructional,,Maneuvering,2007
Business,,Maneuvering,2007
Personal,,Takeoff,2007
Personal,,Takeoff,2007
Business,,Cruise,2007
Public Aircraft,,Takeoff,2007
Instructional,,Landing,2007
Personal,,Takeoff,2007
Personal,,Cruise,2007
Instructional,2,Cruise,2007
Personal,,Cruise,2007
Personal,1,Approach,2007
,,Cruise,2007
,,Landing,2007
Personal,,Landing,2007
Public Aircraft,,Climb,2007
Personal,,Cruise,2007
Instructional,,Takeoff,2007
Personal,,Cruise,2007
Personal,,Landing,2007
Personal,2,Maneuvering,2007
Business,,Landing,2007
Personal,,Maneuvering,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Approach,2007
Personal,,Landing,2007
Personal,1,Cruise,2007
Personal,,Cruise,2007
Personal,,Landing,2007
,,Cruise,2007
Personal,,Approach,2007
Personal,,Takeoff,2007
Personal,,Taxi,2007
Personal,,Cruise,2007
Personal,,Takeoff,2007
Personal,1,Cruise,2007
Personal,1,Approach,2007
Instructional,,Landing,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Takeoff,2007
Personal,1,Maneuvering,2007
Personal,,Takeoff,2007
Personal,,Cruise,2007
Personal,3,Cruise,2007
Personal,,Approach,2007
Personal,,Takeoff,2007
Personal,,Cruise,2007
Instructional,,Taxi,2007
Personal,,Standing,2007
Personal,,Approach,2007
Instructional,,Landing,2007
Personal,,Cruise,2007
Personal,,Cruise,2007
,,Cruise,2007
Instructional,0,Takeoff,2007
Personal,,Takeoff,2007
Personal,1,Climb,2007
Personal,,Takeoff,2007
Instructional,,Landing,2007
Personal,,Approach,2007
Personal,,Takeoff,2007
Personal,,Cruise,2007
Personal,2,Maneuvering,2007
Personal,2,Maneuvering,2007
Personal,2,Approach,2007
Instructional,,Takeoff,2007
Personal,,Landing,2007
Personal,,Takeoff,2007
Business,,Takeoff,2007
,,Landing,2007
Personal,1,Approach,2007
Public Aircraft,,Takeoff,2007
Personal,,Descent,2007
,,Landing,2007
Personal,,Cruise,2007
,,Descent,2007
Instructional,,Landing,2007
Personal,,Landing,2007
Personal,,Takeoff,2007
Other Work Use,1,Approach,2007
Personal,,Landing,2007
Instructional,,Landing,2007
Personal,,Landing,2007
Personal,2,Takeoff,2007
Public Aircraft - State,,Taxi,2007
Personal,,Landing,2007
Skydiving,,Approach,2007
,,,2007
Personal,3,Cruise,2007
Personal,,Cruise,2007
Personal,,Landing,2007
Personal,,Approach,2007
Personal,,Standing,2007
Personal,3,Approach,2007
Air Race/show,,Cruise,2007
Personal,,Landing,2007
Ferry,,Takeoff,2007
Personal,,Cruise,2007
Personal,1,Cruise,2007
Personal,2,Approach,2007
Business,,Landing,2007
Personal,,Takeoff,2007
Instructional,,Maneuvering,2007
Personal,,Takeoff,2007
Personal,2,Cruise,2007
Personal,,Descent,2007
Personal,,Go-around,2007
Personal,1,Takeoff,2007
,,Approach,2007
Personal,,Approach,2007
Personal,,Go-around,2007
Personal,,Landing,2007
Personal,2,Takeoff,2007
Personal,2,Approach,2007
,,Takeoff,2007
Instructional,,Cruise,2007
Personal,3,Cruise,2007
Personal,,Approach,2007
Personal,,Takeoff,2007
Instructional,,Standing,2007
Skydiving,,Landing,2007
Personal,,Approach,2007
Instructional,,Landing,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Cruise,2007
Personal,,Takeoff,2007
Personal,,Approach,2007
Personal,,Cruise,2007
Business,,Landing,2007
Personal,2,Approach,2007
Personal,2,Approach,2007
Personal,,Approach,2007
Personal,,Landing,2007
Personal,,Maneuvering,2007
Personal,2,Go-around,2007
,,Climb,2007
Personal,5,Maneuvering,2007
Banner Tow,,Maneuvering,2007
Instructional,,Takeoff,2007
Personal,2,Cruise,2007
Aerial Observation,,Landing,2007
Personal,,Landing,2007
Personal,,Cruise,2007
Personal,,Landing,2007
,,Taxi,2007
Personal,,Taxi,2007
Instructional,,Takeoff,2007
Personal,,Landing,2007
Public Aircraft - Federal,1,Maneuvering,2007
,,Approach,2007
Instructional,,Takeoff,2007
,,Cruise,2007
Personal,,Landing,2007
Personal,1,Cruise,2007
,,Landing,2007
Personal,,Maneuvering,2007
Instructional,,Cruise,2007
Instructional,,Approach,2007
Personal,,Approach,2007
Personal,,Taxi,2007
,,Takeoff,2007
Personal,,Cruise,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Takeoff,2007
Instructional,,Landing,2007
Personal,,Landing,2007
,,Cruise,2007
Personal,,Maneuvering,2007
Instructional,,Takeoff,2007
Personal,,Landing,2007
Personal,,Takeoff,2007
Personal,,Approach,2007
Personal,,Approach,2007
Personal,,Approach,2007
Personal,1,Descent,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Go-around,2007
Personal,,Landing,2007
Personal,1,Cruise,2007
Personal,3,Climb,2007
Instructional,,Landing,2007
Personal,,Landing,2007
Personal,,Cruise,2007
Personal,,Approach,2007
Aerial Application,,Landing,2007
Personal,,Cruise,2007
Personal,,Takeoff,2007
Instructional,,Landing,2007
,,Landing,2007
Personal,1,Maneuvering,2007
Personal,,Cruise,2007
Instructional,,Landing,2007
Business,1,Maneuvering,2007
,0,Descent,2007
Personal,2,Takeoff,2007
Positioning,,Approach,2007
Executive/corporate,,Approach,2007
Personal,,Maneuvering,2007
Personal,2,Approach,2007
Personal,,Takeoff,2007
Personal,,Takeoff,2007
Personal,,Approach,2007
Personal,,Landing,2007
Personal,,Landing,2007
Instructional,,Landing,2007
Personal,,Approach,2007
Personal,3,Approach,2007
Personal,1,Takeoff,2007
Aerial Application,,Maneuvering,2007
Instructional,,Landing,2007
Skydiving,,Approach,2007
Personal,1,Takeoff,2007
Personal,,Takeoff,2007
Personal,,Landing,2007
Personal,,Takeoff,2007
Personal,,Landing,2007
Other Work Use,0,Approach,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Landing,2007
Banner Tow,,Taxi,2007
Personal,,Landing,2007
Personal,1,Cruise,2007
Instructional,,Landing,2007
Instructional,,Landing,2007
Instructional,,Go-around,2007
Instructional,,Maneuvering,2007
Instructional,,Landing,2007
Personal,,Landing,2007
Instructional,,Landing,2007
Personal,,Landing,2007
Business,,Landing,2007
Personal,,Landing,2007
Personal,,Taxi,2007
Personal,,Landing,2007
Instructional,,Landing,2007
Personal,2,Maneuvering,2007
Personal,,Cruise,2007
Instructional,,Approach,2007
Personal,,Cruise,2007
Personal,,Approach,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Takeoff,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Taxi,2007
,,Takeoff,2007
Aerial Application,,Maneuvering,2007
Personal,2,Maneuvering,2007
Personal,3,Approach,2007
Skydiving,5,Maneuvering,2007
Personal,1,Takeoff,2007
Aerial Application,1,Maneuvering,2007
Instructional,,Landing,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Takeoff,2007
Personal,,Landing,2007
Personal,,Landing,2007
Instructional,,Landing,2007
Personal,,Approach,2007
Personal,,Descent,2007
Personal,,Landing,2007
Personal,,Takeoff,2007
Personal,1,Cruise,2007
Aerial Application,1,Maneuvering,2007
Instructional,,Takeoff,2007
Aerial Application,,Takeoff,2007
Instructional,,Takeoff,2007
Personal,,Takeoff,2007
Personal,,Takeoff,2007
Personal,,Landing,2007
Aerial Application,,Maneuvering,2007
Personal,,Approach,2007
Personal,3,Cruise,2007
Personal,,Landing,2007
Instructional,,Landing,2007
Personal,1,Takeoff,2007
Personal,,Approach,2007
Personal,,Landing,2007
,0,Standing,2007
Personal,,Takeoff,2007
,,Cruise,2007
Instructional,,Approach,2007
Personal,,Landing,2007
Air Race/show,,Maneuvering,2007
Aerial Application,,Takeoff,2007
Personal,,Landing,2007
Aerial Application,,Takeoff,2007
Personal,,Landing,2007
Aerial Application,1,Maneuvering,2007
Personal,1,Cruise,2007
Personal,,Approach,2007
Flight Test,,Landing,2007
Personal,2,Go-around,2007
Instructional,,Cruise,2007
Personal,,Landing,2007
Personal,,Takeoff,2007
,,Takeoff,2007
Personal,1,Maneuvering,2007
Public Aircraft - Federal,1,Maneuvering,2007
Personal,0,Cruise,2007
Personal,2,Maneuvering,2007
Personal,,Cruise,2007
Personal,,Landing,2007
Glider Tow,,Takeoff,2007
Personal,,Takeoff,2007
Personal,,Landing,2007
Flight Test,,Maneuvering,2007
Executive/corporate,1,Takeoff,2007
Instructional,,Taxi,2007
Instructional,,Approach,2007
Instructional,,Taxi,2007
Flight Test,1,Approach,2007
Instructional,,Approach,2007
Personal,,Takeoff,2007
Personal,,Takeoff,2007
Personal,,Landing,2007
Personal,,Takeoff,2007
Personal,,Maneuvering,2007
,,Landing,2007
Personal,3,Landing,2007
,,Takeoff,2007
Personal,1,Landing,2007
Instructional,,Landing,2007
Personal,1,Takeoff,2007
Personal,,Landing,2007
Positioning,,Maneuvering,2007
Personal,1,Takeoff,2007
Personal,,Cruise,2007
Personal,,Takeoff,2007
Personal,,Takeoff,2007
Personal,,Landing,2007
Aerial Observation,1,Maneuvering,2007
Personal,,Maneuvering,2007
Personal,,Climb,2007
Aerial Application,,Maneuvering,2007
,,Landing,2007
Personal,,Landing,2007
Instructional,,Landing,2007
,,Landing,2007
,,Landing,2007
Personal,1,Takeoff,2007
Personal,,Takeoff,2007
Unknown,,Landing,2007
Public Aircraft - Federal,2,Maneuvering,2007
Personal,,Landing,2007
Personal,,Cruise,2007
Personal,,Cruise,2007
Personal,,Approach,2007
Personal,,Landing,2007
Personal,,Approach,2007
Personal,,Landing,2007
Instructional,,Landing,2007
Personal,,Cruise,2007
Personal,,Landing,2007
Personal,,Climb,2007
Personal,,Landing,2007
Aerial Application,,Maneuvering,2007
Personal,,Cruise,2007
Personal,,Landing,2007
Other Work Use,,Maneuvering,2007
Instructional,,Maneuvering,2007
,,Approach,2007
Personal,,Takeoff,2007
Personal,1,Approach,2007
Instructional,,Approach,2007
Business,,Takeoff,2007
,6,Climb,2007
Personal,,Landing,2007
Aerial Application,,Landing,2007
Aerial Application,,Takeoff,2007
Public Aircraft - Local,,Maneuvering,2007
Aerial Application,1,Maneuvering,2007
Aerial Application,,Maneuvering,2007
Aerial Application,,Takeoff,2007
Aerial Observation,,Takeoff,2007
Personal,2,Cruise,2007
Instructional,,Approach,2007
Instructional,,Landing,2007
Instructional,,Cruise,2007
Personal,,Cruise,2007
Personal,,Landing,2007
Business,0,Descent,2007
Instructional,,Landing,2007
Aerial Application,,Maneuvering,2007
Personal,,Cruise,2007
Personal,,Landing,2007
Aerial Application,,Maneuvering,2007
Instructional,,Approach,2007
Instructional,,Approach,2007
Aerial Application,,Takeoff,2007
Executive/corporate,0,Takeoff,2007
Personal,,Landing,2007
Business,,Landing,2007
Personal,,Approach,2007
Personal,,Landing,2007
Personal,,Approach,2007
Personal,,Go-around,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Approach,2007
Personal,,Maneuvering,2007
Personal,,Maneuvering,2007
Aerial Application,,Takeoff,2007
Personal,,Takeoff,2007
,,Takeoff,2007
Unknown,,Landing,2007
Personal,,Cruise,2007
Personal,,Maneuvering,2007
Aerial Application,,Maneuvering,2007
Personal,,Takeoff,2007
Personal,,Takeoff,2007
Personal,,Takeoff,2007
Personal,,Approach,2007
,,Cruise,2007
,0,Standing,2007
Personal,1,Maneuvering,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,1,Cruise,2007
Personal,,Landing,2007
Personal,,Approach,2007
Instructional,,Landing,2007
Personal,,Approach,2007
Personal,3,Climb,2007
Personal,,Cruise,2007
Personal,,Cruise,2007
Personal,,Cruise,2007
Flight Test,,Takeoff,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Takeoff,2007
Personal,2,Takeoff,2007
Personal,1,Cruise,2007
Personal,,Takeoff,2007
Personal,,Cruise,2007
Personal,,Cruise,2007
,,Landing,2007
Executive/corporate,,Takeoff,2007
Unknown,,Takeoff,2007
Personal,,Cruise,2007
Personal,,Takeoff,2007
Instructional,,Taxi,2007
Personal,,Maneuvering,2007
Personal,,Approach,2007
Personal,,Approach,2007
Ferry,,Cruise,2007
Personal,,Cruise,2007
Personal,,Approach,2007
Personal,,Landing,2007
Personal,,Cruise,2007
Other Work Use,,Landing,2007
Personal,,Landing,2007
,,Cruise,2007
Personal,,Takeoff,2007
Public Aircraft,,Go-around,2007
Personal,,Approach,2007
Aerial Observation,,Descent,2007
,,Landing,2007
Personal,,Takeoff,2007
Aerial Application,,Maneuvering,2007
Aerial Application,,Climb,2007
Personal,,Landing,2007
Aerial Observation,,Maneuvering,2007
Personal,,Landing,2007
Personal,,Approach,2007
Instructional,2,Cruise,2007
Personal,2,Approach,2007
Personal,,Takeoff,2007
Personal,,Takeoff,2007
Banner Tow,1,Maneuvering,2007
Personal,,Cruise,2007
Personal,,Takeoff,2007
Personal,,Climb,2007
Personal,,Approach,2007
Personal,,Takeoff,2007
Personal,1,Cruise,2007
Personal,,Cruise,2007
Flight Test,,Approach,2007
Instructional,,Taxi,2007
Personal,,Landing,2007
Personal,,Maneuvering,2007
Personal,,Maneuvering,2007
Personal,2,Maneuvering,2007
Instructional,,Landing,2007
Personal,,Takeoff,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Landing,2007
Instructional,2,Approach,2007
Positioning,,Takeoff,2007
Positioning,,Cruise,2007
Aerial Application,,Maneuvering,2007
Personal,,Landing,2007
Instructional,,Landing,2007
Personal,,Takeoff,2007
Instructional,,Landing,2007
Personal,2,Approach,2007
Personal,2,Cruise,2007
Instructional,,Takeoff,2007
Personal,,Landing,2007
Instructional,,Takeoff,2007
Personal,,Landing,2007
Personal,,Takeoff,2007
Aerial Application,,Maneuvering,2007
Personal,,Takeoff,2007
Personal,,Cruise,2007
Instructional,,Takeoff,2007
Instructional,,Approach,2007
Personal,,Takeoff,2007
,,Standing,2007
Personal,1,Approach,2007
Personal,,Cruise,2007
Aerial Observation,,Maneuvering,2007
Instructional,,Cruise,2007
Personal,,Approach,2007
Instructional,,Cruise,2007
Positioning,,Landing,2007
Instructional,,Takeoff,2007
Personal,3,Climb,2007
Personal,,Go-around,2007
Personal,,Go-around,2007
Personal,,Takeoff,2007
Personal,,Landing,2007
Personal,,Cruise,2007
Instructional,,Landing,2007
,,Takeoff,2007
Aerial Application,,Takeoff,2007
Personal,,Landing,2007
Instructional,,Approach,2007
Personal,2,Landing,2007
Aerial Application,,Maneuvering,2007
Personal,1,Takeoff,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Landing,2007
Glider Tow,,Takeoff,2007
Personal,,Landing,2007
Unknown,,Landing,2007
Personal,,Landing,2007
Instructional,,Takeoff,2007
Aerial Application,,Landing,2007
Aerial Application,,Maneuvering,2007
Aerial Application,,Maneuvering,2007
Personal,,Maneuvering,2007
Instructional,,Cruise,2007
Instructional,,Landing,2007
Business,,Landing,2007
Personal,2,Takeoff,2007
Instructional,,Landing,2007
Personal,,Landing,2007
Aerial Application,,Takeoff,2007
Ferry,1,Maneuvering,2007
Personal,,Maneuvering,2007
Personal,,Landing,2007
Personal,,Approach,2007
Personal,,Cruise,2007
Personal,2,Cruise,2007
Aerial Application,,Maneuvering,2007
Personal,,Maneuvering,2007
,,Taxi,2007
Aerial Application,,Maneuvering,2007
Instructional,,Takeoff,2007
Personal,,Landing,2007
Instructional,,Landing,2007
Personal,,Takeoff,2007
Personal,1,Cruise,2007
Banner Tow,,Cruise,2007
Other Work Use,,Approach,2007
Personal,,Landing,2007
Firefighting,,Maneuvering,2007
Personal,,Landing,2007
Personal,,Takeoff,2007
Aerial Application,,Maneuvering,2007
Public Aircraft,,Maneuvering,2007
Personal,1,Unknown,2007
Personal,2,Landing,2007
Personal,,Approach,2007
Personal,,Landing,2007
Firefighting,,Takeoff,2007
Instructional,,Cruise,2007
Skydiving,,Takeoff,2007
Personal,,Takeoff,2007
Positioning,,Maneuvering,2007
Personal,,Takeoff,2007
Skydiving,,Descent,2007
Personal,,Standing,2007
,,Climb,2007
Personal,2,Cruise,2007
Personal,,Cruise,2007
Personal,,Climb,2007
Aerial Application,,Takeoff,2007
Instructional,,Cruise,2007
Personal,,Cruise,2007
Personal,2,Cruise,2007
Positioning,,Landing,2007
Personal,,Approach,2007
Personal,,Landing,2007
Positioning,,Takeoff,2007
Personal,,Takeoff,2007
Executive/corporate,5,Cruise,2007
,1,Standing,2007
Personal,,Cruise,2007
Aerial Application,,Maneuvering,2007
Aerial Application,,Maneuvering,2007
Personal,,Takeoff,2007
Flight Test,,Landing,2007
Aerial Application,,Maneuvering,2007
,,Taxi,2007
Positioning,0,Cruise,2007
Instructional,,Approach,2007
Personal,,Cruise,2007
Aerial Application,1,Maneuvering,2007
Personal,,Standing,2007
Personal,,Landing,2007
,,Taxi,2007
Aerial Observation,,Go-around,2007
Personal,,Takeoff,2007
Personal,,Go-around,2007
Personal,,Approach,2007
Public Aircraft,,Approach,2007
Personal,2,Maneuvering,2007
Public Aircraft - Federal,,Cruise,2007
Personal,,Landing,2007
Personal,1,Approach,2007
Personal,,Takeoff,2007
Personal,,Approach,2007
External Load,,Maneuvering,2007
Personal,,Takeoff,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,,Landing,2007
Personal,1,Cruise,2007
Instructional,1,Go-around,2007
